SAMPLE,FRISERVE,SATSERVE,SUNAMSER,SUNPMSER,SERVICES,FRIATT,SATATT,SUNAMATT,SUNPMATT,ATTENSUM,ATTDIFF,SIMSTYLE,WORSHCH,OTHLANG,LANGLIST,WORSH10,WORSH09,WORSH08,WORSH07,WORSH06,WORSH05,YRORG,CHOIR,ORGAN,DRUMS,ELECTRIC,SCREEN,KNEEL,COMMUN,KIDREAD,REVERENT,GODTHERE,JOYFUL,INNOVATE,INSPIRE,THOUGHT,SSCHOOL,PRAYER,BIBSTUDY,FELLOWSH,MUSIC,ADFORM,RETREAT,SUPPORTG,COMMSERV,PARENT,YADULT,YOUTHACT,SPORTS,RECRUIT,EVENTS,NOVISIT,NOCONTAC,BYMAIL,BYPHONE,BYEMAIL,BYVISIT,BYMATER,SOUP_N,SOUP_Y1,SOUP_Y2,CASH_N,CASH_Y1,CASH_Y2,DCARE_N,DCARE_Y1,DCARE_Y2,TUTOR_N,TUTOR_Y1,TUTOR_Y2,HEALTH_N,HEALTHY1,HEALTHY2,COMORG_N,COMORGY1,COMORGY2,JOBED_N,JOBED_Y1,JOBED_Y2,FINED_N,FINED_Y1,FINED_Y2,OLDPRO_N,OLDPROY1,OLDPROY2,VOTEED_N,VOTEEDY1,VOTEEDY2,IMMIPRON,IMMIPRY1,IMMIPRY2,GOODPRAY,STUDYBIB,GOODFAST,GOODHOLY,GOODVEG,NOSHACK,DEVOTION,PARENTS,EMAIL,WEBSITE,BLOGS,FACEBOOK,PODCASTS,OTHTECH,TECH1,FAMILY,VITAL,NODIFF,PURPOSE,BEACON,CHANGE,WANTGROW,BELIEFS,OKDENOM,DIVERSE,JUSTICE,THEOLIB,NATAMS,ASIANS,PACIFICI,BLACKS,HISPANIC,WHITE,MULTI,RACETOT,RACEDIFF,PCTBLACK,PCTWHITE,PCTHISP,PCTASIAN,PCTPACIS,PCTNATAM,PCTMULTI,RACE,SENIORS,MIDDLEAG,MEDADULT,YADULTS,KIDYTH,CUMAGE,MEMBERS,EVERYONE,FEMALES,COLLEGE,NEWMEMB,LIFELONG,NEARBY,LEADTYPE,ORDAINED,CALL,LEADAGE,EMPLOY,LEADSEX,CLEGEDU,LEADRACE,LEADRAC2,YEARCALL,LEADWORS,LEADVIS,DOEVAN,DOTRAIN,DOCARE,DOTEACH,DOSMALL,DOADMIN,DOREPRES,WORKYADS,DEALARGU,SPEGROUP,YEARSMET,MONTHMET,FULLORD,PARTORD,FULLADM,PARTADM,FULLPROG,PARTPROG,FULLSEC,PARTSEC,FULLCUST,PARTCUST,FULLOTH,PARTOTH,MIXVOLS,JOINT_N,JOINT_Y1,JOINT_Y2,CELEB_N,CELEB_Y1,CELEB_Y2,EDFEL_N,EDFEL_Y1,EDFEL_Y2,COMM_N,COMM_Y1,COMM_Y2,CONCASHN,CONCASH1,CONCASH2,CONCASH3,CONCASH4,CONWORSN,CONWORS1,CONWORS2,CONWORS3,CONWORS4,CONPROGN,CONPROG1,CONPROG2,CONPROG3,CONPROG4,CONSYNNO,CONSYN1,CONSYN2,CONSYN3,CONSYN4,CONLEADN,CONLEAD1,CONLEAD2,CONLEAD3,CONLEAD4,CONLACTN,CONLACT1,CONLACT2,CONLACT3,CONLACT4,CONMACTN,CONMACT1,CONMACT2,CONMACT3,CONMACT4,CONFACNO,CONFAC1,CONFAC2,CONFAC3,CONFAC4,BUDGET,PCTSTAFF,PCTBLDGR,PCTPROG,PCTMISS,PCTOTHER,FINTOTAL,FINANCES,FINAN05,ECONOMY,LAYOFFS,PAYCUTS,DELAYS,INVEST,MISSION,CAPITAL,COUNSEL,CASHNEED,HOUSNEED,NOWORK,PLACE,SEATING,WORSHSIZ,PARKSIZ,I_ATTEND,I_SIZPLACE,I_THEOLOGY
22,0,0,1,0,1,0,0,100,0,100,0,3,2,1,,100,80,80,65,,,1951,1,1,3,5,5,4,3,3,3,3,4,1,4,4,2,4,3,2,2,2,2,1,2,1,1,3,1,5,3,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,4,2,1,5,4,5,1,1,0,0,0,,,5,4,2,4,5,1,5,5,3,2,2,5,0,0,0,0,5,95,0,100,0,0,95,5,0,0,0,0,6,20,30,30,5,15,100,100,100,55,5,20,1,99,2,2,1,60,1,1,4,White,6,2008,1,4,2,3,3,4,2,4,3,1,2,2,,,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,250000,30,15,5,20,30,100,5,3,5,1,1,1,1,1,1,2,2,1,3,4,125,3,1,2,4,5
22,0,0,1,0,1,0,0,90,0,90,0,4,4,1,,90,85,80,80,80,80,2000,2,1,5,5,5,3,3,3,4,4,4,3,4,4,3,1,3,2,2,2,2,1,2,1,1,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,4,2,2,1,2,3,3,1,1,0,0,0,,,3,4,2,4,3,5,5,5,4,5,4,4,0,0,0,4,0,83,3,90,0,4.444444444,92.22222222,0,0,0,0,3.333333333,6,10,20,30,20,20,100,90,120,50,20,40,30,75,1,2,1,44,3,1,2,White,6,2010,3,4,2,2,2,2,1,4,4,1,1,1,3,0,0,2,0,0,0,0,0,1,0,1,,,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,140000,35,15,10,15,25,100,5,5,4,1,1,1,1,1,1,1,3,1,2,2,160,3,3,2,2,4
22,0,0,1,0,1,0,0,69,0,69,0,1,1,1,,69,86,103,80,0,0,2006,1,1,4,5,5,1,4,2,4,4,4,3,4,4,3,2,3,2,3,3,1,1,2,2,1,2,1,3,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,4,2,4,1,3,3,3,1,0,0,0,0,,,5,4,2,4,4,4,5,4,3,3,1,4,0,1,0,2,15,82,0,100,0,2,82,15,1,0,0,0,6,5,35,25,5,30,100,100,100,60,35,100,20,90,2,2,1,51,1,1,3,White,6,2006,4,4,3,2,3,4,3,3,4,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,121000,36,62,0.5,0.5,1,100,2,,2,3,3,3,3,3,3,3,3,3,4,3,90,1,1,2,3,4
22,0,0,1,0,1,0,0,100,0,100,0,1,2,1,,100,97,95,90,65,86,1994,1,1,5,5,5,3,3,2,4,4,4,4,4,4,3,3,3,1,2,1,1,1,1,1,1,3,1,2,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,4,3,2,2,2,2,2,1,1,0,0,0,,,4,4,3,4,3,4,5,4,4,5,4,,0,0,0,1,0,19,0,20,0,5,95,0,0,0,0,0,6,25,20,20,15,20,100,20,20,65,60,10,10,10,1,2,1,48,1,1,3,White/Irish,6,2003,1,3,2,2,4,4,4,4,2,3,4,1,,,1,0,1,0,0,0,0,0,1,0,8,,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200000,30,50,5,10,5,100,4,1,2,1,1,4,3,2,1,1,4,4,4,2,450,4,3,2,2,
22,0,0,1,0,1,0,0,70,0,70,0,3,3,,,70,80,65,60,75,,,3,1,5,5,5,3,4,3,5,5,4,3,4,,1,3,3,3,3,1,1,1,3,3,3,3,1,4,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,4,2,2,1,2,2,2,1,1,0,1,1,,,4,4,4,5,2,4,4,4,4,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,47,1,1,3,,,2006,1,3,2,3,2,4,3,3,2,2,2,,,,1,0,0,1,0,0,0,0,0,1,,,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,2,1,2,1,1,,,2,3,1,3,3,125,4,2,2,3,5
22,0,0,1,0,1,0,0,60,0,60,0,4,3,1,,60,50,40,70,70,70,,1,1,5,5,5,2,4,1,3,5,5,5,5,4,1,3,4,3,4,1,3,1,4,1,3,3,3,2,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,3,3,3,1,2,4,3,1,0,0,1,0,,,5,5,2,5,3,5,5,5,3,5,5,1,0,34,0,10,10,3,3,60,0,16.66666667,5,16.66666667,56.66666667,0,0,5,2,1,1,5,90,3,100,60,50,35,5,90,0,20,3,2,1,37,2,1,3,Korean,2,2005,2,4,3,4,4,4,4,2,2,4,3,2,,,0,0,0,0,0,0,0,0,0,0,,,2,0,1,0,0,1,0,1,0,0,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,120000,0,85,5,5,5,100,2,4,1,3,3,1,4,2,1,2,1,1,1,5,120,4,2,2,5,1
22,0,0,2,1,3,,,,,,,3,1,1,,71,71,65,65,50,50,1967,2,5,4,5,5,3,4,3,4,4,3,4,,4,3,2,1,2,2,1,2,1,2,1,2,2,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,3,3,4,2,4,3,3,1,1,0,1,0,,,3,3,4,2,3,2,4,4,4,3,3,4,1,0,0,2,0,68,0,71,0,2.816901408,95.77464789,0,0,0,1.408450704,0,6,65,10,14,1,10,100,71,90,50,10,28,5,20,2,2,1,68,1,1,2,White,6,2003,3,2,2,1,3,3,1,3,2,1,3,1,3,0,1,0,0,0,0,0,0,2,0,2,,,1,,,,0,0,1,,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,130000,36,8,2,10,44,100,4,,2,1,1,1,2,1,2,2,2,1,2,6,200,4,1,2,6,4
22,0,0,1,0,1,0,0,85,0,85,0,1,3,1,,85,75,75,95,120,135,1979,1,1,5,5,5,3,4,3,5,5,5,5,5,5,3,3,3,3,1,1,1,1,2,1,4,3,1,3,4,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,4,5,1,5,5,5,1,1,0,1,1,,,5,5,3,5,5,5,5,4,5,5,3,3,1,2,0,9,5,64,4,85,,10.58823529,75.29411765,5.882352941,2.352941176,0,1.176470588,4.705882353,6,15,43,20,2,20,100,,95,90,20,5,20,97,1,2,1,62,1,1,1,Caucasian,6,2005,2,4,4,4,4,4,4,4,4,4,4,1,3,0,2,0,0,0,0,0,0,1,0,1,,,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,220000,60,15,2,23,0,100,3,3,2,1,2,1,1,1,3,1,4,4,3,3,160,3,3,2,3,3
22,0,0,1,0,1,0,0,65,0,65,0,3,3,1,,65,65,65,65,65,65,1957,1,1,2,2,5,,3,3,,,,,,,3,2,3,1,1,1,1,1,4,3,1,2,1,4,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5,5,2,5,1,5,3,3,,,,,,,,4,3,3,5,4,5,5,5,3,4,3,,0,0,0,0,0,15,0,15,0,0,100,0,0,0,0,0,6,0,44,42,2,11,99,15,,,,,,,2,,1,44,,1,1,White,6,2000,1,3,4,3,2,4,1,1,4,3,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,3,3,2,1,1,1,1,1,1,2,2,2,2,3,300,5,3,2,3,
22,1,0,1,1,3,17,0,40,35,92,-27,4,2,2,"Creole, French",65,55,60,45,45,40,2002,2,4,4,3,2,4,5,3,4,4,5,3,4,3,3,3,3,3,2,3,2,1,2,4,2,3,2,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,4,3,4,3,5,5,4,1,1,0,1,0,,,3,4,2,4,5,4,5,5,4,4,4,3,0,0,0,70,0,0,0,70,0,100,0,0,0,0,0,0,4,10,6,26,20,38,100,70,55,60,2,40,20,80,1,2,1,48,3,1,2,Black,4,2002,3,3,2,3,3,4,3,3,4,4,4,1,,,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,26,65,1,2,5,99,3,,2,3,3,4,1,3,4,3,4,4,3,3,125,3,1,2,3,3
22,0,0,2,0,2,0,0,75,0,75,0,4,3,1,,75,40,45,35,60,60,1967,,5,,5,5,2,4,2,5,5,5,3,4,4,2,2,3,1,3,1,1,1,2,2,1,1,1,4,2,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,5,,3,2,1,4,5,5,1,0,0,1,0,,,4,4,2,4,4,4,4,5,4,4,4,4,0,0,0,0,40,60,0,100,0,0,60,40,0,0,0,0,6,30,15,15,20,20,100,100,200,50,20,20,5,45,1,2,1,52,1,1,2,White,6,2009,1,3,3,3,3,3,2,3,3,2,2,2,,,1,0,0,0,0,0,0,0,0,0,,,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,200000,30,30,20,20,0,100,4,3,3,1,2,1,1,2,1,3,3,1,2,2,320,4,4,2,2,4
22,0,0,1,0,1,0,0,60,0,60,0,1,3,1,,60,60,70,60,60,60,1996,5,1,1,5,4,5,3,5,4,5,5,5,5,5,4,1,4,4,4,1,1,1,3,1,1,1,1,3,4,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,5,2,5,1,1,2,4,1,0,0,1,0,1,Phone,4,5,5,5,5,5,5,5,5,,,4,0,0,0,0,0,60,0,60,0,0,100,0,0,0,0,0,6,15,25,20,20,20,100,60,40,60,,15,15,70,2,1,1,61,1,1,,White,6,1996,4,4,1,1,4,4,4,3,3,3,3,1,5,11,0,0,0,0,0,0,0,1,0,0,,,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32000,40,20,5,5,30,100,3,3,3,1,1,1,1,1,1,1,1,1,,1,130,1,1,2,1,4
22,1,1,0,1,3,50,110,0,150,310,-35,3,1,2,Spanish,275,250,240,220,200,190,1997,5,5,5,5,3,3,,3,5,5,5,3,5,5,3,3,3,2,3,4,2,1,2,3,3,3,1,4,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,4,1,1,5,4,5,1,1,0,1,0,,,5,5,1,5,5,5,5,5,,3,5,5,0,0,0,0,200,0,0,200,0,0,0,100,0,0,0,0,5,5,10,30,30,25,100,200,2,40,2,32,70,90,1,2,1,68,1,1,,Hispanic,5,1997,3,4,4,3,4,4,3,4,4,4,4,1,1,6,1,0,0,0,0,0,0,0,0,0,,,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,5,4,5,2,1,1,1,1,1,2,2,2,2,3,150,1,1,4,3,5
22,0,0,1,0,1,0,0,55,0,55,0,3,1,1,,55,55,60,60,60,60,1993,1,5,5,5,5,1,4,2,4,5,4,3,4,4,2,2,2,1,3,2,1,1,3,2,1,2,1,2,3,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,4,3,2,1,3,2,3,1,1,0,1,0,,,5,4,2,4,4,4,4,5,4,5,3,5,0,0,0,25,3,60,7,95,0,26.31578947,63.15789474,3.157894737,0,0,0,7.368421053,6,15,35,15,10,25,100,95,95,55,25,25,10,90,1,2,1,51,1,1,3,Caucasian,6,2001,2,3,3,2,2,4,1,2,2,2,1,1,5,0,1,0,0,0,0,0,1,0,1,0,,,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,120000,40,15,5,10,30,100,3,3,2,1,2,1,2,1,1,2,3,1,3,5,120,3,2,2,5,5
22,0,0,1,0,1,0,0,60,0,60,0,1,1,1,,60,,,,,,2007,1,1,5,5,5,3,3,3,4,4,4,4,4,4,1,3,3,2,3,2,1,1,1,1,2,3,1,2,2,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,3,3,2,1,3,3,3,1,1,0,1,0,,,3,4,3,4,3,4,5,5,4,5,3,4,0,0,2,7,5,43,2,59,-1,11.86440678,72.88135593,8.474576271,0,3.389830508,0,3.389830508,6,25,25,10,17,23,100,60,55,55,25,100,20,75,3,2,1,55,3,1,3,White,6,2007,3,3,2,2,2,4,2,3,2,2,2,1,3,0,0,2,0,0,0,0,0,0,0,0,,,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,85000,30,20,25,15,10,100,3,,3,1,1,1,1,1,1,1,2,1,3,1,200,5,4,2,1,4
22,0,0,1,0,1,0,0,50,0,50,0,3,3,1,,50,45,48,38,35,20,,1,,5,5,5,3,3,2,4,5,3,4,5,4,2,2,3,3,4,1,1,1,1,1,2,4,1,3,2,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,5,4,4,3,3,4,3,1,1,0,1,0,,,4,4,3,4,4,4,5,5,4,5,4,4,0,0,0,1,0,44,0,45,0,2.222222222,97.77777778,0,0,0,0,0,6,50,25,10,7,8,100,45,5,85,15,90,10,8,2,2,1,50,3,1,2,White,6,2005,4,4,3,2,4,4,1,4,4,3,4,1,5,2,0,1,0,0,0,0,0,1,0,1,,,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,77000,20,30,15,25,10,100,3,5,1,2,2,2,1,3,1,2,3,2,1,3,150,3,3,1,3,4
22,0,0,1,0,1,0,0,50,0,50,0,1,1,1,,50,45,60,60,50,50,1975,1,1,5,4,5,3,3,2,3,5,3,4,4,3,3,3,3,3,2,1,1,1,2,1,4,4,1,2,3,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,4,3,2,2,4,3,4,1,1,1,1,0,,,4,3,3,2,4,5,5,5,5,5,3,4,0,1,0,2,6,45,1,55,0,3.636363636,81.81818182,10.90909091,1.818181818,0,0,1.818181818,6,8,20,25,20,27,100,55,,60,35,25,40,90,1,,1,37,3,1,2,White,6,2008,1,3,3,2,1,4,1,2,2,2,2,2,,,0,1,0,0,0,0,0,0,0,1,,,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100000,40,40,10,6,4,100,2,1,1,1,2,2,4,2,1,1,2,1,2,6,400,5,5,1,6,4
22,0,0,1,0,1,0,0,50,0,50,0,2,3,1,,50,40,40,30,30,20,1960,1,1,5,5,5,3,3,3,4,4,4,3,4,4,3,2,2,2,3,2,1,1,2,1,2,3,2,3,3,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,4,3,3,1,4,3,3,1,1,0,1,0,,,4,4,3,4,4,4,4,4,4,5,3,4,0,0,0,0,0,70,0,70,0,0,100,0,0,0,0,0,6,20,60,10,5,5,100,70,100,60,50,50,50,80,1,2,1,37,3,1,2,White,6,2008,3,3,3,3,2,3,2,3,3,2,2,1,3,0,0,1,0,0,0,1,0,0,0,2,,,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,47000,50,30,10,5,5,100,4,2,1,1,1,1,2,3,1,2,2,1,2,1,130,3,3,1,1,4
22,0,0,1,0,1,0,0,35,0,35,0,3,3,1,,35,30,35,40,35,30,1996,1,1,3,1,5,4,3,2,4,4,4,1,3,3,3,3,1,3,2,1,1,1,3,1,3,1,1,3,2,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,5,3,2,1,2,3,3,1,1,0,0,0,,,5,5,2,3,3,2,5,5,4,4,2,5,0,0,1,0,0,44,0,45,0,0,97.77777778,0,0,2.222222222,0,0,6,75,15,4,1,5,100,45,50,60,50,10,10,80,2,2,1,54,1,1,3,White,6,2009,2,1,1,1,2,3,1,2,2,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,,,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,70000,65,20,4,10,1,100,4,3,4,1,1,1,1,1,1,2,2,2,3,1,100,4,4,1,1,5
22,0,0,1,2,3,0,0,55,35,90,-5,3,2,2,Spanish,85,75,65,60,65,60,1969,1,1,5,5,5,3,5,3,5,4,4,2,4,4,2,4,3,2,3,2,1,3,2,1,2,3,1,3,3,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,4,3,2,1,4,4,3,1,1,0,0,0,,,4,4,1,4,4,4,4,4,3,4,2,5,0,0,0,5,12,45,3,65,0,7.692307692,69.23076923,18.46153846,0,0,0,4.615384615,6,25,30,25,10,10,100,65,18,55,1,40,1,40,2,2,1,65,1,1,4,White,6,1998,1,3,3,2,3,4,2,2,1,3,2,2,,,1,0,0,0,0,0,0,0,0,0,,,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,79000,47,30,5,15,3,100,1,3,1,4,1,2,4,3,4,3,3,3,4,6,130,4,2,2,6,5
22,0,0,0,1,1,0,0,0,95,95,5,4,3,2,Spanish,100,110,65,50,40,25,2004,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,3,3,3,3,3,2,5,3,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,5,5,5,5,4,5,5,5,1,1,0,1,0,,,5,5,1,5,5,5,5,5,5,5,5,3,0,0,0,0,80,25,0,105,0,0,23.80952381,76.19047619,0,0,0,0,5,0,1,2,72,25,100,105,90,55,1,98,1,25,1,2,1,50,1,1,4,White/Hispanic,5,2004,4,4,4,4,4,4,4,4,4,4,4,1,5,0,1,0,0,0,0,0,1,0,0,0,,,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,45,10,20,20,5,100,3,2,3,1,1,1,3,1,3,3,3,2,3,3,300,3,4,2,3,3
22,0,0,1,0,1,0,0,47,0,47,11,1,2,1,,58,,,,,,1973,1,1,5,5,5,2,3,2,3,5,4,1,4,4,3,3,3,2,2,2,1,1,2,1,2,2,1,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,5,5,3,2,2,3,2,2,1,1,0,0,0,,,4,3,2,2,2,2,4,3,3,5,3,4,0,12,4,16,7,29,0,68,0,23.52941176,42.64705882,10.29411765,17.64705882,5.882352941,0,0,7,14,30,27,7,22,100,68,85,65,80,20,15,95,2,2,1,36,1,1,4,Caucasian,6,2002,1,3,3,3,2,4,3,3,2,2,1,1,3,0,1,0,0,0,0,0,0,1,0,1,,,2,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,165000,44,24,5,19,8,100,3,4,2,1,1,1,1,1,2,1,2,1,2,2,160,4,4,2,2,4
